id,title,description,category,priority,status,source_section,verification_method,acceptance_criteria,dependencies,metadata
REQ_20_252,be <= 27 mbar (with a total QDB pressure drop over ~150 m of QINFRA-B <= 31 mbar,be <= 27 mbar (with a total QDB pressure drop over ~150 m of QINFRA-B <= 31 mbar,General,Low,Draft,20 - K single bed adsorber,Inspection,To be defined,[],"{'extracted_from': '20', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H74_253,"supply, integrate, and warrant all associated equipment, controls, and interfaces.","supply, integrate, and warrant all associated equipment, controls, and interfaces.",Interface,Low,Draft,H74 - General design requirements,Inspection,To be defined,[],"{'extracted_from': 'H74', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H74_254,submit a quantified techno-economic justification demonstrating overall benefit to QPLANT.  The just...,"submit a quantified techno-economic justification demonstrating overall benefit to QPLANT.  The justification shall, as a minimum, include:",General,Low,Draft,H74 - General design requirements,Inspection,To be defined,[],"{'extracted_from': 'H74', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H74_255,"be installed on each process line connected to the WCS, upstream of the first cryogenic isolation de...","be installed on each process line connected to the WCS, upstream of the first cryogenic isolation device.",General,Low,Draft,H74 - General design requirements,Inspection,To be defined,[],"{'extracted_from': 'H74', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H76_256,be designed for full internal vacuum (0 bara) and for an external overpressure of minimum 1.5 bar(g)...,be designed for full internal vacuum (0 bara) and for an external overpressure of minimum 1.5 bar(g) unless otherwise justified by the safety study.,General,Low,Draft,H76 - Vacuum vessel,Inspection,To be defined,[],"{'extracted_from': 'H76', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H76_257,avoid any condensation or frost formation at the interfaces during any operation mode or any transit...,avoid any condensation or frost formation at the interfaces during any operation mode or any transition between operation modes of the QPLANT.,Interface,Low,Draft,H76 - Vacuum vessel,Inspection,To be defined,[],"{'extracted_from': 'H76', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H76_258,be fabricated from stainless steel.  The vacuum vessel may be fabricated from mild steel.,be fabricated from stainless steel.  The vacuum vessel may be fabricated from mild steel.,General,Low,Draft,H76 - Vacuum vessel,Inspection,To be defined,[],"{'extracted_from': 'H76', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H76_259,be designed to avoid the intake of any loose sheets of superinsulation into the vacuum pumps.,be designed to avoid the intake of any loose sheets of superinsulation into the vacuum pumps.,General,Low,Draft,H76 - Vacuum vessel,Inspection,To be defined,[],"{'extracted_from': 'H76', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H76_260,be equipped with a vacuum barrier at the Cryogenic Distribution System interface.,be equipped with a vacuum barrier at the Cryogenic Distribution System interface.,Interface,Low,Draft,H76 - Vacuum vessel,Inspection,To be defined,[],"{'extracted_from': 'H76', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H77_261,be vacuum brazed.  Stainless steel heat exchangers shall be of all-welded construction.,be vacuum brazed.  Stainless steel heat exchangers shall be of all-welded construction.,General,Low,Draft,H77 - Heat exchangers,Inspection,To be defined,[],"{'extracted_from': 'H77', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H77_262,be provided.,be provided.,General,Low,Draft,H77 - Heat exchangers,Inspection,To be defined,[],"{'extracted_from': 'H77', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H77_263,be arranged vertically with the warm end at the top.,be arranged vertically with the warm end at the top.,General,Low,Draft,H77 - Heat exchangers,Inspection,To be defined,[],"{'extracted_from': 'H77', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H77_264,be measured to follow the pressure drop evolutions during operation.,be measured to follow the pressure drop evolutions during operation.,Functional,Low,Draft,H77 - Heat exchangers,Inspection,To be defined,[],"{'extracted_from': 'H77', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H77_265,be installed to avoid solidification of nitrogen in case of important return of cold helium flow in ...,be installed to avoid solidification of nitrogen in case of important return of cold helium flow in the LP stream.,General,Medium,Draft,H77 - Heat exchangers,Inspection,To be defined,[],"{'extracted_from': 'H77', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H78_266,be transferred to water cooled heat exchangers.  These exchangers shall have high resistance to corr...,be transferred to water cooled heat exchangers.  These exchangers shall have high resistance to corrosion.  Acceptable materials for the water channels are stainless steel and copper compatible with the water quality as described in 3.6.4.2.  The water side shall give easy access for cleaning.,General,Low,Draft,H78 - Turbines,Inspection,To be defined,[],"{'extracted_from': 'H78', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H78_267,"include all the elements needed to isolate, warm up, purge and cool down each turbine.  This exchang...","include all the elements needed to isolate, warm up, purge and cool down each turbine.  This exchange shall be done in situ without warming up heat exchanger blocks.  Heating by circulation of gas is preferred to electrical heating for this application.",General,Low,Draft,H78 - Turbines,Inspection,To be defined,[],"{'extracted_from': 'H78', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H78_268,not exceed 3 hours.,not exceed 3 hours.,General,Low,Draft,H78 - Turbines,Inspection,To be defined,[],"{'extracted_from': 'H78', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H78_269,"include all the elements needed to isolate, warm up, purge and cool down each turbine.  This exchang...","include all the elements needed to isolate, warm up, purge and cool down each turbine.  This exchange shall be done in situ without warming up heat exchanger blocks.  Heating by circulation of gas is preferred to electrical heating for this application.",General,Low,Draft,H78 - Turbines,Inspection,To be defined,[],"{'extracted_from': 'H78', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H79_270,be centrifugal compressor with active magnetic bearings.,be centrifugal compressor with active magnetic bearings.,General,Low,Draft,H79 - Cold Compressors,Inspection,To be defined,[],"{'extracted_from': 'H79', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H79_271,provide the pressure fields (of the cold compressors).  It represents the pressure ratio as a functi...,provide the pressure fields (of the cold compressors).  It represents the pressure ratio as a function of the reduced flow for different reduced iso-speeds.  The stall and choke lines shall be provided.,Performance,Low,Draft,H79 - Cold Compressors,Inspection,To be defined,[],"{'extracted_from': 'H79', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H79_272,be easily adjustable via rotation speed regulation using Variable Frequency Drive.  Rotational speed...,be easily adjustable via rotation speed regulation using Variable Frequency Drive.  Rotational speed of the cold compressor shall include at least 10% speed margin with respect to the maximum value encountered in the different operation modes.  The bearing system should allow the rotational speed of each cold circulator be lowered down to 30 % of nominal speed while remaining in the operational window.,Performance,Medium,Draft,H79 - Cold Compressors,Inspection,To be defined,[],"{'extracted_from': 'H79', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H79_273,submit detailed cool-down and start-up procedures for each cold compressor as part of deliverable DD...,submit detailed cool-down and start-up procedures for each cold compressor as part of deliverable DD #7 (Operating Manual).  The procedures shall be approved by SCK CEN before Factory Acceptance Tests.,General,Low,Draft,H79 - Cold Compressors,Testing,To be defined,[],"{'extracted_from': 'H79', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H79_274,"allow inspection, maintenance, and exchange of cold compressor.  The intervention time including the...","allow inspection, maintenance, and exchange of cold compressor.  The intervention time including the warm-up and cold compressor exchange shall be less than 4 hours.",Performance,Low,Draft,H79 - Cold Compressors,Review,To be defined,[],"{'extracted_from': 'H79', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H80_275,be installed in the QRB: one at 2 K pumped by the cold circulators and one at 4.5 K.  The phase sepa...,be installed in the QRB: one at 2 K pumped by the cold circulators and one at 4.5 K.  The phase separators will contribute to the operation for the control of the cold compressor and for restart after a short break.,Functional,Low,Draft,H80 - Helium baths,Inspection,To be defined,[],"{'extracted_from': 'H80', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H80_276,be sized to cope with the different operating modes and to perform the acceptance tests with stabili...,be sized to cope with the different operating modes and to perform the acceptance tests with stabilized levels.  The volume of the phase separators shall subject to approval by SCK CEN.,General,Low,Draft,H80 - Helium baths,Testing,To be defined,[],"{'extracted_from': 'H80', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H80_277,"be equipped with electrical heaters to adjust the level of liquid helium, to empty from liquid heliu...","be equipped with electrical heaters to adjust the level of liquid helium, to empty from liquid helium and potentially to perform acceptance tests of the QPLANT.",General,Low,Draft,H80 - Helium baths,Testing,To be defined,[],"{'extracted_from': 'H80', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H80_278,be installed at the inlet of the fluid coming from the final expansion valve into the phase separato...,be installed at the inlet of the fluid coming from the final expansion valve into the phase separators.,General,Low,Draft,H80 - Helium baths,Inspection,To be defined,[],"{'extracted_from': 'H80', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H80_279,be adequately spaced to avoid cross connection of the helium flows.  The drawings of the helium bath...,be adequately spaced to avoid cross connection of the helium flows.  The drawings of the helium baths shall be subject to approval by SCK CEN.,General,Low,Draft,H80 - Helium baths,Inspection,To be defined,[],"{'extracted_from': 'H80', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H81_280,be installed with an operating temperature below 85 K during cold operation modes.,be installed with an operating temperature below 85 K during cold operation modes.,Functional,Low,Draft,H81 - Adsorbers,Inspection,To be defined,[],"{'extracted_from': 'H81', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H81_281,be sized to purify the full HP compressors flow contaminated up to 50 ppm by volume of air during a ...,be sized to purify the full HP compressors flow contaminated up to 50 ppm by volume of air during a time that shall be designed by the Contractor.,Performance,Low,Draft,H81 - Adsorbers,Inspection,To be defined,[],"{'extracted_from': 'H81', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
